GRUPO;CODIGO_COMPOSICAO;DESCRICAO;UNIDADE;CUSTO_TOTAL_SP_RS
Tubulação Flangeada para Redes de Água;103114;ASSENTAMENTO DE CONEXÃO COM 2 ACESSOS, FERRO FUNDIDO PARA REDE DE ÁGUA, DN 500 MM, JUNTA FLANGEADA (NÃO INCLUI O FORNECIMENTO). AF_09/2021;UN;483.87
Tubulação Flangeada para Redes de Água;103115;ASSENTAMENTO DE CONEXÃO COM 2 ACESSOS, FERRO FUNDIDO PARA REDE DE ÁGUA, DN 600 MM, JUNTA FLANGEADA (NÃO INCLUI O FORNECIMENTO). AF_09/2021;UN;544.28
Tubulação Flangeada para Redes de Água;103116;ASSENTAMENTO DE CONEXÃO COM 2 ACESSOS, FERRO FUNDIDO PARA REDE DE ÁGUA, DN 700 MM, JUNTA FLANGEADA (NÃO INCLUI O FORNECIMENTO). AF_09/2021;UN;661.43
Tubulação Flangeada para Redes de Água;103105;ASSENTAMENTO DE CONEXÃO COM 2 ACESSOS, FERRO FUNDIDO PARA REDE DE ÁGUA, DN 80 MM, JUNTA FLANGEADA (NÃO INCLUI O FORNECIMENTO). AF_09/2021;UN;59.87
Tubulação Flangeada para Redes de Água;103117;ASSENTAMENTO DE CONEXÃO COM 2 ACESSOS, FERRO FUNDIDO PARA REDE DE ÁGUA, DN 800 MM, JUNTA FLANGEADA (NÃO INCLUI O FORNECIMENTO). AF_09/2021;UN;721.85
Tubulação Flangeada para Redes de Água;103118;ASSENTAMENTO DE CONEXÃO COM 2 ACESSOS, FERRO FUNDIDO PARA REDE DE ÁGUA, DN 900 MM, JUNTA FLANGEADA (NÃO INCLUI O FORNECIMENTO). AF_09/2021;UN;839.01
Tubulação Flangeada para Redes de Água;103122;ASSENTAMENTO DE CONEXÃO COM 3 ACESSOS, FERRO FUNDIDO PARA REDE DE ÁGUA, DN 100 MM, JUNTA FLANGEADA (NÃO INCLUI O FORNECIMENTO). AF_09/2021;UN;97.57
Tubulação Flangeada para Redes de Água;103135;ASSENTAMENTO DE CONEXÃO COM 3 ACESSOS, FERRO FUNDIDO PARA REDE DE ÁGUA, DN 1000 MM, JUNTA FLANGEADA (NÃO INCLUI O FORNECIMENTO). AF_09/2021;UN;1338.74
Tubulação Flangeada para Redes de Água;103136;ASSENTAMENTO DE CONEXÃO COM 3 ACESSOS, FERRO FUNDIDO PARA REDE DE ÁGUA, DN 1200 MM, JUNTA FLANGEADA (NÃO INCLUI O FORNECIMENTO). AF_09/2021;UN;1605.1
Tubulação Flangeada para Redes de Água;103123;ASSENTAMENTO DE CONEXÃO COM 3 ACESSOS, FERRO FUNDIDO PARA REDE DE ÁGUA, DN 150 MM, JUNTA FLANGEADA (NÃO INCLUI O FORNECIMENTO). AF_09/2021;UN;142.88
Tubulação Flangeada para Redes de Água;103124;ASSENTAMENTO DE CONEXÃO COM 3 ACESSOS, FERRO FUNDIDO PARA REDE DE ÁGUA, DN 200 MM, JUNTA FLANGEADA (NÃO INCLUI O FORNECIMENTO). AF_09/2021;UN;188.17
Tubulação Flangeada para Redes de Água;103125;ASSENTAMENTO DE CONEXÃO COM 3 ACESSOS, FERRO FUNDIDO PARA REDE DE ÁGUA, DN 250 MM, JUNTA FLANGEADA (NÃO INCLUI O FORNECIMENTO). AF_09/2021;UN;318.63
Tubulação Flangeada para Redes de Água;103126;ASSENTAMENTO DE CONEXÃO COM 3 ACESSOS, FERRO FUNDIDO PARA REDE DE ÁGUA, DN 300 MM, JUNTA FLANGEADA (NÃO INCLUI O FORNECIMENTO). AF_09/2021;UN;363.92
Tubulação Flangeada para Redes de Água;103127;ASSENTAMENTO DE CONEXÃO COM 3 ACESSOS, FERRO FUNDIDO PARA REDE DE ÁGUA, DN 350 MM, JUNTA FLANGEADA (NÃO INCLUI O FORNECIMENTO). AF_09/2021;UN;494.37
Tubulação Flangeada para Redes de Água;103128;ASSENTAMENTO DE CONEXÃO COM 3 ACESSOS, FERRO FUNDIDO PARA REDE DE ÁGUA, DN 400 MM, JUNTA FLANGEADA (NÃO INCLUI O FORNECIMENTO). AF_09/2021;UN;539.67
Tubulação Flangeada para Redes de Água;103129;ASSENTAMENTO DE CONEXÃO COM 3 ACESSOS, FERRO FUNDIDO PARA REDE DE ÁGUA, DN 450 MM, JUNTA FLANGEADA (NÃO INCLUI O FORNECIMENTO). AF_09/2021;UN;670.12
Tubulação Flangeada para Redes de Água;103130;ASSENTAMENTO DE CONEXÃO COM 3 ACESSOS, FERRO FUNDIDO PARA REDE DE ÁGUA, DN 500 MM, JUNTA FLANGEADA (NÃO INCLUI O FORNECIMENTO). AF_09/2021;UN;715.41
Tubulação Flangeada para Redes de Água;103131;ASSENTAMENTO DE CONEXÃO COM 3 ACESSOS, FERRO FUNDIDO PARA REDE DE ÁGUA, DN 600 MM, JUNTA FLANGEADA (NÃO INCLUI O FORNECIMENTO). AF_09/2021;UN;806.03
Tubulação Flangeada para Redes de Água;103132;ASSENTAMENTO DE CONEXÃO COM 3 ACESSOS, FERRO FUNDIDO PARA REDE DE ÁGUA, DN 700 MM, JUNTA FLANGEADA (NÃO INCLUI O FORNECIMENTO). AF_09/2021;UN;981.77
Tubulação Flangeada para Redes de Água;103121;ASSENTAMENTO DE CONEXÃO COM 3 ACESSOS, FERRO FUNDIDO PARA REDE DE ÁGUA, DN 80 MM, JUNTA FLANGEADA (NÃO INCLUI O FORNECIMENTO). AF_09/2021;UN;79.44
Tubulação Flangeada para Redes de Água;103133;ASSENTAMENTO DE CONEXÃO COM 3 ACESSOS, FERRO FUNDIDO PARA REDE DE ÁGUA, DN 800 MM, JUNTA FLANGEADA (NÃO INCLUI O FORNECIMENTO). AF_09/2021;UN;1072.38
Tubulação Flangeada para Redes de Água;103134;ASSENTAMENTO DE CONEXÃO COM 3 ACESSOS, FERRO FUNDIDO PARA REDE DE ÁGUA, DN 900 MM, JUNTA FLANGEADA (NÃO INCLUI O FORNECIMENTO). AF_09/2021;UN;1248.13
Tubulação Flangeada para Redes de Água;103090;ASSENTAMENTO DE TUBO DE FERRO FUNDIDO PARA REDE DE ÁGUA, DN 100 MM, JUNTA FLANGEADA (NÃO INCLUI O FORNECIMENTO). AF_09/2021;M;17.68
Tubulação Flangeada para Redes de Água;103103;ASSENTAMENTO DE TUBO DE FERRO FUNDIDO PARA REDE DE ÁGUA, DN 1000 MM, JUNTA FLANGEADA (NÃO INCLUI O FORNECIMENTO). AF_09/2021;M;175.91
Tubulação Flangeada para Redes de Água;103104;ASSENTAMENTO DE TUBO DE FERRO FUNDIDO PARA REDE DE ÁGUA, DN 1200 MM, JUNTA FLANGEADA (NÃO INCLUI O FORNECIMENTO). AF_09/2021;M;210.42
Tubulação Flangeada para Redes de Água;103091;ASSENTAMENTO DE TUBO DE FERRO FUNDIDO PARA REDE DE ÁGUA, DN 150 MM, JUNTA FLANGEADA (NÃO INCLUI O FORNECIMENTO). AF_09/2021;M;24.98
Tubulação Flangeada para Redes de Água;103092;ASSENTAMENTO DE TUBO DE FERRO FUNDIDO PARA REDE DE ÁGUA, DN 200 MM, JUNTA FLANGEADA (NÃO INCLUI O FORNECIMENTO). AF_09/2021;M;32.28
Tubulação Flangeada para Redes de Água;103093;ASSENTAMENTO DE TUBO DE FERRO FUNDIDO PARA REDE DE ÁGUA, DN 250 MM, JUNTA FLANGEADA (NÃO INCLUI O FORNECIMENTO). AF_09/2021;M;49.38
Tubulação Flangeada para Redes de Água;103094;ASSENTAMENTO DE TUBO DE FERRO FUNDIDO PARA REDE DE ÁGUA, DN 300 MM, JUNTA FLANGEADA (NÃO INCLUI O FORNECIMENTO). AF_09/2021;M;56.71
Tubulação Flangeada para Redes de Água;103095;ASSENTAMENTO DE TUBO DE FERRO FUNDIDO PARA REDE DE ÁGUA, DN 350 MM, JUNTA FLANGEADA (NÃO INCLUI O FORNECIMENTO). AF_09/2021;M;73.77
Tubulação Flangeada para Redes de Água;103096;ASSENTAMENTO DE TUBO DE FERRO FUNDIDO PARA REDE DE ÁGUA, DN 400 MM, JUNTA FLANGEADA (NÃO INCLUI O FORNECIMENTO). AF_09/2021;M;81.11
Tubulação Flangeada para Redes de Água;103097;ASSENTAMENTO DE TUBO DE FERRO FUNDIDO PARA REDE DE ÁGUA, DN 450 MM, JUNTA FLANGEADA (NÃO INCLUI O FORNECIMENTO). AF_09/2021;M;98.19
Tubulação Flangeada para Redes de Água;103098;ASSENTAMENTO DE TUBO DE FERRO FUNDIDO PARA REDE DE ÁGUA, DN 500 MM, JUNTA FLANGEADA (NÃO INCLUI O FORNECIMENTO). AF_09/2021;M;105.51
Tubulação Flangeada para Redes de Água;103099;ASSENTAMENTO DE TUBO DE FERRO FUNDIDO PARA REDE DE ÁGUA, DN 600 MM, JUNTA FLANGEADA (NÃO INCLUI O FORNECIMENTO). AF_09/2021;M;120.12
Tubulação Flangeada para Redes de Água;103100;ASSENTAMENTO DE TUBO DE FERRO FUNDIDO PARA REDE DE ÁGUA, DN 700 MM, JUNTA FLANGEADA (NÃO INCLUI O FORNECIMENTO). AF_09/2021;M;128.29
Tubulação Flangeada para Redes de Água;103089;ASSENTAMENTO DE TUBO DE FERRO FUNDIDO PARA REDE DE ÁGUA, DN 80 MM, JUNTA FLANGEADA (NÃO INCLUI O FORNECIMENTO). AF_09/2021;M;14.76
Tubulação Flangeada para Redes de Água;103101;ASSENTAMENTO DE TUBO DE FERRO FUNDIDO PARA REDE DE ÁGUA, DN 800 MM, JUNTA FLANGEADA (NÃO INCLUI O FORNECIMENTO). AF_09/2021;M;141.38
Tubulação Flangeada para Redes de Água;103102;ASSENTAMENTO DE TUBO DE FERRO FUNDIDO PARA REDE DE ÁGUA, DN 900 MM, JUNTA FLANGEADA (NÃO INCLUI O FORNECIMENTO). AF_09/2021;M;162.83
Tubulões;101112;ALARGAMENTO DE BASE DE TUBULÃO A CÉU ABERTO, ESCAVAÇÃO MANUAL, CONCRETO FEITO EM OBRA E LANÇADO COM JERICA. AF_05/2020;M3;1049.56
Tubulões;101113;ALARGAMENTO DE BASE DE TUBULÃO A CÉU ABERTO, ESCAVAÇÃO MANUAL, CONCRETO USINADO E LANÇADO COM BOMBA OU DIRETAMENTE DO CAMINHÃO (EXCLUSIVE BOMBEAMENTO). AF_05/2020;M3;1045.11
Tubulões;101098;TUBULÃO A CÉU ABERTO, DIÂMETRO DO FUSTE DE 100CM, ESCAVAÇÃO MANUAL, SEM ALARGAMENTO DE BASE, CONCRETO FEITO EM OBRA E LANÇADO COM JERICA. AF_05/2020;M3;1267.28
Tubulões;101106;TUBULÃO A CÉU ABERTO, DIÂMETRO DO FUSTE DE 100CM, ESCAVAÇÃO MANUAL, SEM ALARGAMENTO DE BASE, CONCRETO USINADO E LANÇADO COM BOMBA OU DIRETAMENTE DO CAMINHÃO (EXCLUSIVE BOMBEAMENTO). AF_05/2020;M3;1258.38
Tubulões;101102;TUBULÃO A CÉU ABERTO, DIÂMETRO DO FUSTE DE 100CM, ESCAVAÇÃO MECÂNICA, SEM ALARGAMENTO DE BASE, CONCRETO FEITO EM OBRA E LANÇADO COM JERICA (EXCLUSIVE MOBILIZAÇÃO E DESMOBILIZAÇÃO). AF_05/2020;M3;899.64
Tubulões;101110;TUBULÃO A CÉU ABERTO, DIÂMETRO DO FUSTE DE 100CM, ESCAVAÇÃO MECÂNICA, SEM ALARGAMENTO DE BASE, CONCRETO USINADO E LANÇADO COM BOMBA OU DIRETAMENTE DO CAMINHÃO (EXCLUSIVE BOMBEAMENTO, MOBILIZAÇÃO E DESMOBILIZAÇÃO). AF_05/2020;M3;884.1
Tubulões;101099;TUBULÃO A CÉU ABERTO, DIÂMETRO DO FUSTE DE 120CM, ESCAVAÇÃO MANUAL, SEM ALARGAMENTO DE BASE, CONCRETO FEITO EM OBRA E LANÇADO COM JERICA. AF_05/2020;M3;1151.98
Tubulões;101107;TUBULÃO A CÉU ABERTO, DIÂMETRO DO FUSTE DE 120CM, ESCAVAÇÃO MANUAL, SEM ALARGAMENTO DE BASE, CONCRETO USINADO E LANÇADO COM BOMBA OU DIRETAMENTE DO CAMINHÃO (EXCLUSIVE BOMBEAMENTO). AF_05/2020;M3;1144.06
Tubulões;101103;TUBULÃO A CÉU ABERTO, DIÂMETRO DO FUSTE DE 120CM, ESCAVAÇÃO MECÂNICA, SEM ALARGAMENTO DE BASE, CONCRETO FEITO EM OBRA E LANÇADO COM JERICA (EXCLUSIVE MOBILIZAÇÃO E DESMOBILIZAÇÃO). AF_05/2020;M3;847.6
Tubulões;101111;TUBULÃO A CÉU ABERTO, DIÂMETRO DO FUSTE DE 120CM, ESCAVAÇÃO MECÂNICA, SEM ALARGAMENTO DE BASE, CONCRETO USINADO E LANÇADO COM BOMBA OU DIRETAMENTE DO CAMINHÃO (EXCLUSIVE BOMBEAMENTO, MOBILIZAÇÃO E DESMOBILIZAÇÃO). AF_05/2020;M3;833.92
Tubulões;101096;TUBULÃO A CÉU ABERTO, DIÂMETRO DO FUSTE DE 70CM, ESCAVAÇÃO MANUAL, SEM ALARGAMENTO DE BASE, CONCRETO FEITO EM OBRA E LANÇADO COM JERICA. AF_05/2020;M3;1494.42
Tubulões;101104;TUBULÃO A CÉU ABERTO, DIÂMETRO DO FUSTE DE 70CM, ESCAVAÇÃO MANUAL, SEM ALARGAMENTO DE BASE, CONCRETO USINADO E LANÇADO COM BOMBA OU DIRETAMENTE DO CAMINHÃO (EXCLUSIVE BOMBEAMENTO). AF_05/2020;M3;1483.6
Tubulões;101100;TUBULÃO A CÉU ABERTO, DIÂMETRO DO FUSTE DE 70CM, ESCAVAÇÃO MECÂNICA, SEM ALARGAMENTO DE BASE, CONCRETO FEITO EM OBRA E LANÇADO COM JERICA. AF_05/2020;M3;958.64
Tubulões;101108;TUBULÃO A CÉU ABERTO, DIÂMETRO DO FUSTE DE 70CM, ESCAVAÇÃO MECÂNICA, SEM ALARGAMENTO DE BASE, CONCRETO USINADO E LANÇADO COM BOMBA OU DIRETAMENTE DO CAMINHÃO (EXCLUSIVE BOMBEAMENTO, MOBILIZAÇÃO E DESMOBILIZAÇÃO). AF_05/2020;M3;939.84
Tubulões;101097;TUBULÃO A CÉU ABERTO, DIÂMETRO DO FUSTE DE 80CM, ESCAVAÇÃO MANUAL, SEM ALARGAMENTO DE BASE, CONCRETO FEITO EM OBRA E LANÇADO COM JERICA. AF_05/2020;M3;1397.03
Tubulões;101105;TUBULÃO A CÉU ABERTO, DIÂMETRO DO FUSTE DE 80CM, ESCAVAÇÃO MANUAL, SEM ALARGAMENTO DE BASE, CONCRETO USINADO E LANÇADO COM BOMBA OU DIRETAMENTE DO CAMINHÃO (EXCLUSIVE BOMBEAMENTO). AF_05/2020;M3;1386.71
Tubulões;101101;TUBULÃO A CÉU ABERTO, DIÂMETRO DO FUSTE DE 80CM, ESCAVAÇÃO MECÂNICA, SEM ALARGAMENTO DE BASE, CONCRETO FEITO EM OBRA E LANÇADO COM JERICA (EXCLUSIVE MOBILIZAÇÃO E DESMOBILIZAÇÃO). AF_05/2020;M3;932.04
Tubulões;101109;TUBULÃO A CÉU ABERTO, DIÂMETRO DO FUSTE DE 80CM, ESCAVAÇÃO MECÂNICA, SEM ALARGAMENTO DE BASE, CONCRETO USINADO E LANÇADO COM BOMBA OU DIRETAMENTE DO CAMINHÃO (EXCLUSIVE BOMBEAMENTO, MOBILIZAÇÃO E DESMOBILIZAÇÃO). AF_05/2020;M3;914.16
Tunnel Liner;106209;ACOMPANHAMENTO TOPOGRAFICO PARA EXECUÇÃO DE TUNNEL LINER EM CHAPA GALVANIZADA. AF_10/2025;UN;0
Tunnel Liner;106172;CHAPA GALVANIZADA COM OU SEM REVESTIMENTO EPÓXI, DIÂMETRO 1,4 M, ESPESSURA DE 2,2 MM, PARA TUNNEL LINER HORIZONTAL - FORNECIMENTO E INSTALAÇÃO. AF_10/2025;M;0
Tunnel Liner;106173;CHAPA GALVANIZADA COM OU SEM REVESTIMENTO EPÓXI, DIÂMETRO 1,4 M, ESPESSURA DE 2,7 MM, PARA TUNNEL LINER HORIZONTAL - FORNECIMENTO E INSTALAÇÃO. AF_10/2025;M;0
Tunnel Liner;106174;CHAPA GALVANIZADA COM OU SEM REVESTIMENTO EPÓXI, DIÂMETRO 1,6 M, ESPESSURA DE 2,2 MM, PARA TUNNEL LINER HORIZONTAL - FORNECIMENTO E INSTALAÇÃO. AF_10/2025;M;0
Tunnel Liner;106175;CHAPA GALVANIZADA COM OU SEM REVESTIMENTO EPÓXI, DIÂMETRO 1,6 M, ESPESSURA DE 2,7 MM, PARA TUNNEL LINER HORIZONTAL - FORNECIMENTO E INSTALAÇÃO. AF_10/2025;M;0
Tunnel Liner;106176;CHAPA GALVANIZADA COM OU SEM REVESTIMENTO EPÓXI, DIÂMETRO 1,8 M, ESPESSURA DE 2,2 MM, PARA TUNNEL LINER HORIZONTAL - FORNECIMENTO E INSTALAÇÃO. AF_10/2025;M;0
Tunnel Liner;106177;CHAPA GALVANIZADA COM OU SEM REVESTIMENTO EPÓXI, DIÂMETRO 1,8 M, ESPESSURA DE 2,7 MM, PARA TUNNEL LINER HORIZONTAL - FORNECIMENTO E INSTALAÇÃO. AF_10/2025;M;0
Tunnel Liner;106178;CHAPA GALVANIZADA COM OU SEM REVESTIMENTO EPÓXI, DIÂMETRO 1,8 M, ESPESSURA DE 3,4 MM, PARA TUNNEL LINER HORIZONTAL - FORNECIMENTO E INSTALAÇÃO. AF_10/2025;M;0
Tunnel Liner;106179;CHAPA GALVANIZADA COM OU SEM REVESTIMENTO EPÓXI, DIÂMETRO 2 M, ESPESSURA DE 2,2 MM, PARA TUNNEL LINER HORIZONTAL - FORNECIMENTO E INSTALAÇÃO. AF_10/2025;M;0
Tunnel Liner;106180;CHAPA GALVANIZADA COM OU SEM REVESTIMENTO EPÓXI, DIÂMETRO 2 M, ESPESSURA DE 2,7 MM, PARA TUNNEL LINER HORIZONTAL - FORNECIMENTO E INSTALAÇÃO. AF_10/2025;M;0
Tunnel Liner;106181;CHAPA GALVANIZADA COM OU SEM REVESTIMENTO EPÓXI, DIÂMETRO 2 M, ESPESSURA DE 3,4 MM, PARA TUNNEL LINER HORIZONTAL - FORNECIMENTO E INSTALAÇÃO. AF_10/2025;M;0
Tunnel Liner;106182;CHAPA GALVANIZADA COM OU SEM REVESTIMENTO EPÓXI, DIÂMETRO 2,2 M, ESPESSURA DE 2,2 MM, PARA TUNNEL LINER HORIZONTAL - FORNECIMENTO E INSTALAÇÃO. AF_10/2025;M;0
Tunnel Liner;106183;CHAPA GALVANIZADA COM OU SEM REVESTIMENTO EPÓXI, DIÂMETRO 2,2 M, ESPESSURA DE 2,7 MM, PARA TUNNEL LINER HORIZONTAL - FORNECIMENTO E INSTALAÇÃO. AF_10/2025;M;0
Tunnel Liner;106184;CHAPA GALVANIZADA COM OU SEM REVESTIMENTO EPÓXI, DIÂMETRO 2,2 M, ESPESSURA DE 3,4 MM, PARA TUNNEL LINER HORIZONTAL - FORNECIMENTO E INSTALAÇÃO. AF_10/2025;M;0
Tunnel Liner;106185;CHAPA GALVANIZADA COM OU SEM REVESTIMENTO EPÓXI, DIÂMETRO 2,4 M, ESPESSURA DE 2,2 MM, PARA TUNNEL LINER HORIZONTAL - FORNECIMENTO E INSTALAÇÃO. AF_10/2025;M;0
Tunnel Liner;106186;CHAPA GALVANIZADA COM OU SEM REVESTIMENTO EPÓXI, DIÂMETRO 2,4 M, ESPESSURA DE 2,7 MM, PARA TUNNEL LINER HORIZONTAL - FORNECIMENTO E INSTALAÇÃO. AF_10/2025;M;0
Tunnel Liner;106187;CHAPA GALVANIZADA COM OU SEM REVESTIMENTO EPÓXI, DIÂMETRO 2,4 M, ESPESSURA DE 3,4 MM, PARA TUNNEL LINER HORIZONTAL - FORNECIMENTO E INSTALAÇÃO. AF_10/2025;M;0
Tunnel Liner;106188;CHAPA GALVANIZADA COM OU SEM REVESTIMENTO EPÓXI, DIÂMETRO 2,4 M, ESPESSURA DE 3,9 MM, PARA TUNNEL LINER HORIZONTAL - FORNECIMENTO E INSTALAÇÃO. AF_10/2025;M;0
Tunnel Liner;106189;CHAPA GALVANIZADA COM OU SEM REVESTIMENTO EPÓXI, DIÂMETRO 2,6 M, ESPESSURA DE 2,2 MM, PARA TUNNEL LINER HORIZONTAL - FORNECIMENTO E INSTALAÇÃO. AF_10/2025;M;0
Tunnel Liner;106190;CHAPA GALVANIZADA COM OU SEM REVESTIMENTO EPÓXI, DIÂMETRO 2,6 M, ESPESSURA DE 2,7 MM, PARA TUNNEL LINER HORIZONTAL - FORNECIMENTO E INSTALAÇÃO. AF_10/2025;M;0
Tunnel Liner;106191;CHAPA GALVANIZADA COM OU SEM REVESTIMENTO EPÓXI, DIÂMETRO 2,6 M, ESPESSURA DE 3,4 MM, PARA TUNNEL LINER HORIZONTAL - FORNECIMENTO E INSTALAÇÃO. AF_10/2025;M;0
Tunnel Liner;106192;CHAPA GALVANIZADA COM OU SEM REVESTIMENTO EPÓXI, DIÂMETRO 2,6 M, ESPESSURA DE 3,9 MM, PARA TUNNEL LINER HORIZONTAL - FORNECIMENTO E INSTALAÇÃO. AF_10/2025;M;0
Tunnel Liner;106193;CHAPA GALVANIZADA COM OU SEM REVESTIMENTO EPÓXI, DIÂMETRO 2,8 M, ESPESSURA DE 2,2 MM, PARA TUNNEL LINER HORIZONTAL - FORNECIMENTO E INSTALAÇÃO. AF_10/2025;M;0
Tunnel Liner;106194;CHAPA GALVANIZADA COM OU SEM REVESTIMENTO EPÓXI, DIÂMETRO 2,8 M, ESPESSURA DE 2,7 MM, PARA TUNNEL LINER HORIZONTAL - FORNECIMENTO E INSTALAÇÃO. AF_10/2025;M;0
Tunnel Liner;106195;CHAPA GALVANIZADA COM OU SEM REVESTIMENTO EPÓXI, DIÂMETRO 2,8 M, ESPESSURA DE 3,4 MM, PARA TUNNEL LINER HORIZONTAL - FORNECIMENTO E INSTALAÇÃO. AF_10/2025;M;0
Tunnel Liner;106196;CHAPA GALVANIZADA COM OU SEM REVESTIMENTO EPÓXI, DIÂMETRO 2,8 M, ESPESSURA DE 3,9 MM, PARA TUNNEL LINER HORIZONTAL - FORNECIMENTO E INSTALAÇÃO. AF_10/2025;M;0
Tunnel Liner;106197;CHAPA GALVANIZADA COM OU SEM REVESTIMENTO EPÓXI, DIÂMETRO 3 M, ESPESSURA DE 2,2 MM, PARA TUNNEL LINER HORIZONTAL - FORNECIMENTO E INSTALAÇÃO. AF_10/2025;M;0
Tunnel Liner;106200;CHAPA GALVANIZADA COM OU SEM REVESTIMENTO EPÓXI, DIÂMETRO 3 M, ESPESSURA DE 2,7 MM, PARA TUNNEL LINER HORIZONTAL OU VERTICAL - FORNECIMENTO E INSTALAÇÃO. AF_10/2025;M;0
Tunnel Liner;106198;CHAPA GALVANIZADA COM OU SEM REVESTIMENTO EPÓXI, DIÂMETRO 3 M, ESPESSURA DE 3,4 MM, PARA TUNNEL LINER HORIZONTAL - FORNECIMENTO E INSTALAÇÃO. AF_10/2025;M;0
Tunnel Liner;106199;CHAPA GALVANIZADA COM OU SEM REVESTIMENTO EPÓXI, DIÂMETRO 3 M, ESPESSURA DE 3,9 MM, PARA TUNNEL LINER HORIZONTAL - FORNECIMENTO E INSTALAÇÃO. AF_10/2025;M;0
Tunnel Liner;106201;CHAPA GALVANIZADA COM OU SEM REVESTIMENTO EPÓXI, DIÂMETRO 3,2 M, ESPESSURA DE 2,7 MM, PARA TUNNEL LINER VERTICAL - FORNECIMENTO E INSTALAÇÃO. AF_10/2025;M;0
Tunnel Liner;106202;CHAPA GALVANIZADA COM OU SEM REVESTIMENTO EPÓXI, DIÂMETRO 3,4 M, ESPESSURA DE 2,7 MM, PARA TUNNEL LINER VERTICAL - FORNECIMENTO E INSTALAÇÃO. AF_10/2025;M;0
Tunnel Liner;106203;CHAPA GALVANIZADA COM OU SEM REVESTIMENTO EPÓXI, DIÂMETRO 3,6 M, ESPESSURA DE 2,7 MM, PARA TUNNEL LINER VERTICAL - FORNECIMENTO E INSTALAÇÃO. AF_10/2025;M;0
Tunnel Liner;106204;CHAPA GALVANIZADA COM OU SEM REVESTIMENTO EPÓXI, DIÂMETRO 3,8 M, ESPESSURA DE 2,7 MM, PARA TUNNEL LINER VERTICAL - FORNECIMENTO E INSTALAÇÃO. AF_10/2025;M;0
Tunnel Liner;106205;ESCAVAÇÃO MANUAL DE TUNNEL LINER EM SOLO DE PRIMEIRA CATEGORIA. AF_10/2025;M3;155.43
Tunnel Liner;106206;ESCAVAÇÃO MANUAL DE TUNNEL LINER EM SOLO DE SEGUNDA CATEGORIA. AF_10/2025;M3;177.72
Tunnel Liner;106207;INJEÇÃO DE ARGAMASSA FLUIDA SOLO CIMENTO NA EXECUÇÃO DE TUNNEL LINER - EXCLUSIVE ARGAMASSA. AF_10/2025;M3;0
Tunnel Liner;106208;VEDAÇÃO COM ESPUMA DURA OU PRODUTO SIMILAR NAS JUNTAS OU EMENDAS DAS CHAPAS DE TUNNEL LINER. AF_10/2025;M;0
Usinagens;96393;USINAGEM DE BRITA GRADUADA SIMPLES. AF_09/2025;M3;142.87
Usinagens;96394;USINAGEM DE BRITA GRADUADA TRATADA COM CIMENTO. AF_09/2025;M3;201.65
Usinagens;104363;USINAGEM DE CONCRETO ASFÁLTICO COM CAP 50/70 PARA CAMADA DE ROLAMENTO, PADRÃO DNIT FAIXA C, EM USINA DE ASFALTO GRAVIMÉTRICA DE 150 TON/H. AF_09/2025;T;0
Usinagens;104360;USINAGEM DE CONCRETO ASFÁLTICO COM CAP 50/70, PARA CAMADA DE BINDER, PADRÃO DNIT FAIXA B, EM USINA DE ASFALTO CONTÍNUA DE 140 TON/H. AF_09/2025;T;0
Usinagens;104358;USINAGEM DE CONCRETO ASFÁLTICO COM CAP 50/70, PARA CAMADA DE BINDER, PADRÃO DNIT FAIXA B, EM USINA DE ASFALTO CONTÍNUA DE 80 TON/H. AF_09/2025;T;0
Usinagens;104362;USINAGEM DE CONCRETO ASFÁLTICO COM CAP 50/70, PARA CAMADA DE BINDER, PADRÃO DNIT FAIXA B, EM USINA DE ASFALTO GRAVIMÉTRICA DE 150 TON/H. AF_09/2025;T;0
Usinagens;104361;USINAGEM DE CONCRETO ASFÁLTICO COM CAP 50/70, PARA CAMADA DE ROLAMENTO, PADRÃO DNIT FAIXA C, EM USINA DE ASFALTO CONTÍNUA DE 140 TON/H. AF_09/2025;T;0
Usinagens;104359;USINAGEM DE CONCRETO ASFÁLTICO COM CAP 50/70, PARA CAMADA DE ROLAMENTO, PADRÃO DNIT FAIXA C, EM USINA DE ASFALTO CONTÍNUA DE 80 TON/H. AF_09/2025;T;0
Usinagens;96395;USINAGEM DE CONCRETO PARA COMPACTAÇÃO COM ROLO. AF_09/2025;M3;284.65
Usinagens;106102;USINAGEM DE MICRORREVESTIMENTO, PADRÃO DNIT FAIXA 2. AF_09/2025;T;0
Usinagens;106103;USINAGEM DE MICRORREVESTIMENTO, PADRÃO DNIT FAIXA 3. AF_09/2025;T;0
Usinagens;104373;USINAGEM DE PRÉ MISTURADO A FRIO, PARA CAMADA DE BINDER, PADRÃO DNIT FAIXA B. AF_09/2025;T;0
Usinagens;104374;USINAGEM DE PRÉ MISTURADO A FRIO, PARA CAMADA DE ROLAMENTO, PADRÃO DNIT FAIXA C. AF_09/2025;T;0
Usinagens;105529;USINAGEM DE SOLO BRITA 40%-60% COM 4% DE CIMENTO, UTILIZANDO BRITA COMERCIAL. AF_09/2025;M3;174.04
Usinagens;105530;USINAGEM DE SOLO BRITA 40%-60% COM 6% DE CIMENTO, UTILIZANDO BRITA COMERCIAL. AF_09/2025;M3;201.22
